document,line_number,character,dialogue
the empire strikes back,263,HAN,"This baby's got a few surprises left in her, sweetheart."
the empire strikes back,264,HAN,Come on! Come on! Switch over. Let's hope we don't have a  burnout.
the empire strikes back,265,HAN,See?
the empire strikes back,266,LEIA,"Someday you're going to be wrong, and I hope I'm there to see it."
the empire strikes back,267,HAN,Punch it!
the empire strikes back,268,LUKE,Artoo! Get her ready for takeoff.
the empire strikes back,269,WEDGE,"Good luck, Luke. See you at the rendezvous."
the empire strikes back,270,LUKE,"Don't worry, Artoo. We're going, we're going."
the empire strikes back,271,LUKE,"There's nothing wrong, Artoo. I'm just setting a  new course."
the empire strikes back,272,LUKE,We're not going to regroup with the others.
the empire strikes back,273,LUKE,We're going to the Dagobah system.
the empire strikes back,274,LUKE,"Yes, Artoo?"
the empire strikes back,275,LUKE,That's all right. I'd like to keep it  on manual control for a while.
the empire strikes back,276,HAN,I saw them! I saw them!
the empire strikes back,277,LEIA,Saw what?
the empire strikes back,278,HAN,"Star Destroyers, two of them, coming right at us."
the empire strikes back,279,THREEPIO,"Sir, sir! Might I suggest..."
the empire strikes back,280,HAN,Shut him up or shut him down!  Check the  deflector shield!
the empire strikes back,281,HAN,"Oh, great. Well, we can still outmaneuver them."
the empire strikes back,282,IMPERIAL OFFICER,Take evasive action!
the empire strikes back,283,HAN,Prepare to make the jump to light-speed.
the empire strikes back,284,THREEPIO,"But, sir!"
the empire strikes back,285,LEIA,They're getting closer!
the empire strikes back,286,HAN,Oh yeah? Watch this.
the empire strikes back,287,LEIA,Watch what?
the empire strikes back,288,HAN,I think we're in trouble.
the empire strikes back,289,THREEPIO,"If I may say so, sir, I noticed earlier the hyperdrive  motivator has been damaged. It's impossible to go to light-speed!"
the empire strikes back,290,HAN,We're in trouble!
the empire strikes back,291,HAN,Horizontal boosters...!
the empire strikes back,292,HAN,Alluvial dampers...! Well that's not it.
the empire strikes back,293,HAN,Bring me the hydrospanners!
the empire strikes back,294,HAN,I don't know how we're going to get out of this one.
the empire strikes back,295,HAN,Oww! Chewie!
the empire strikes back,296,HAN,That was no laser blast! Something hit us.
the empire strikes back,297,LEIA,"Han, get up here!"
the empire strikes back,298,HAN,"Come on, Chewie!"
the empire strikes back,299,LEIA,Asteroids!
the empire strikes back,300,HAN,"Oh, no! Chewie, set two-seven-one."
the empire strikes back,301,LEIA,What are you doing? You're not actually going into an asteroid  field?
the empire strikes back,302,HAN,"They'd be crazy to follow us, wouldn't they?"
the empire strikes back,303,LEIA,You don't have to do this to impress me.
the empire strikes back,304,THREEPIO,"Sir, the possibility of successfully navigating an asteroid  field is approximately three thousand, seven hundred and twenty to one."
the empire strikes back,305,HAN,Never tell me the odds!
the empire strikes back,306,HAN,"You said you wanted to be around when I made a mistake; well,  this could be it, sweetheart."
the empire strikes back,307,LEIA,I take it back. We're going to get pulverized if we stay out  here much longer.
the empire strikes back,308,HAN,I'm not going to argue with that.
the empire strikes back,309,THREEPIO,Pulverized?
the empire strikes back,310,HAN,I'm going in closer to one of the big ones.
the empire strikes back,311,LEIA,Closer?
the empire strikes back,312,THREEPIO,Closer?!
the empire strikes back,313,THREEPIO,"Oh, this is suicide!"
the empire strikes back,314,HAN,There. That looks pretty good.
the empire strikes back,315,LEIA,What looks pretty good?
the empire strikes back,316,HAN,Yeah. That'll do nicely.
the empire strikes back,317,THREEPIO,"Excuse me, ma'am, but where are we going?"
the empire strikes back,318,LEIA,I hope you know what you're doing.
the empire strikes back,319,HAN,"Yeah, me too."
the empire strikes back,320,LUKE,"Yes, that's it. Dagobah."
the empire strikes back,321,LUKE,"No, I'm not going to change my mind about this.   I'm not picking up any cities or technology. Massive life-form readings, though. There's something alive down there..."
the empire strikes back,322,LUKE,"Yes, I'm sure it's perfectly safe for droids."
the empire strikes back,323,LUKE,"I know, I know! All the scopes are dead. I can't  see a thing! Just hang on, I'm going to start the landing cycle..."
the empire strikes back,324,LUKE,"No, Artoo, you stay put. I'll have a look around."
the empire strikes back,325,LUKE,Artoo?
the empire strikes back,326,LUKE,Artoo! Where are you?
the empire strikes back,327,LUKE,Artoo! You be more careful.
the empire strikes back,328,LUKE,Artoo -- that way!
the empire strikes back,329,LUKE,Artoo!
the empire strikes back,330,LUKE,"Oh, no! Are you all right? Come on. You're lucky you don't taste  very good. Anything broken?"
the empire strikes back,331,LUKE,"If you're saying coming here was a bad idea, I'm beginning to  agree with you. Oh, Artoo, what are we doing here? It's like... something out of a dream, or, I don't know. Maybe I'm just going crazy."
the empire strikes back,332,VADER,"Yes, Admiral?"
the empire strikes back,333,PIETT,"Our ships have sighted the Millennium Falcon, lord. But...it  has entered an asteroid field and we cannot risk..."
the empire strikes back,334,VADER,"Asteroids do not concern me, Admiral. I want  that ship and not excuses."
the empire strikes back,335,PIETT,"Yes, lord."
the empire strikes back,336,HAN,I'm going to shut down everything but the emergency power  systems.
the empire strikes back,337,THREEPIO,"Sir, I'm almost afraid to ask, but...does that include  shutting me down, too?"
the empire strikes back,338,HAN,"No, I need you to talk to the Falcon, find out what's wrong with  the hyperdrive."
the empire strikes back,339,THREEPIO,"Sir, it's quite possible this asteroid is not entirely  stable."
the empire strikes back,340,HAN,"Not entirely stable? I'm glad you're here to tell us these  things.  Chewie, take the professor in the back and plug him into the hyperdrive."
the empire strikes back,341,THREEPIO,"Oh! Sometimes I just don't understand human behavior. After  all, I'm only trying to do my job in the most..."
the empire strikes back,342,LEIA,Let go.
the empire strikes back,343,HAN,Sshh!
the empire strikes back,344,LEIA,"Let go, please."
the empire strikes back,345,HAN,Don't get excited.
the empire strikes back,346,LEIA,"Captain, being held by you isn't quite enough to get me excited."
the empire strikes back,347,HAN,"Sorry, sweetheart. We haven't got time for anything else."
the empire strikes back,348,LUKE,Ready for some power? Okay. Let's see now. Put that in there.  There you go.
the empire strikes back,349,LUKE,Now all I have to do is find this Yoda...if he even  exists.
the empire strikes back,350,LUKE,Still...there's something familiar about this place. I feel  like...I don't know...
the empire strikes back,351,STRANGE VOICE,Feel like what?
the empire strikes back,352,LUKE,Like we're being watched!
the empire strikes back,353,CREATURE,Away with your weapon! I mean you no harm.
the empire strikes back,354,CREATURE,"I am wondering, why are you here?"
the empire strikes back,355,LUKE,I'm looking for someone.
the empire strikes back,356,CREATURE,"Looking? Found someone, you have, I would say, hmmm?"
the empire strikes back,357,LUKE,Right.
the empire strikes back,358,CREATURE,"Help you I can. Yes, mmmm."
the empire strikes back,359,LUKE,I don't think so. I'm looking for a great warrior.
the empire strikes back,360,CREATURE,Ahhh! A great warrior.  Wars not  make one great.
the empire strikes back,361,LUKE,Put that down. Hey! That's my dinner.
the empire strikes back,362,CREATURE,"How you get so big, eating food of this kind?"
the empire strikes back,363,LUKE,"Listen, friend, we didn't mean to land in that puddle, and if we  could get our ship out, we would, but we can't, so why don't you just..."
the empire strikes back,364,CREATURE,"Aww, cannot get your ship out?"
the empire strikes back,365,LUKE,"Hey, you could have broken this. Don't do that. Ohhh...you're  making a mess. Hey, give me that!"
the empire strikes back,366,CREATURE,Mine! Or I will help you not.
the empire strikes back,367,LUKE,I don't want your help. I want my lamp back. I'll need it to get  out of this slimy mudhole.
the empire strikes back,368,CREATURE,Mudhole? Slimy? My home this is.
the empire strikes back,369,CREATURE,"Ah, ah, ah!"
the empire strikes back,370,LUKE,"Oh, Artoo, let him have it."
the empire strikes back,371,CREATURE,Mine! Mine!
the empire strikes back,372,LUKE,Artoo!
the empire strikes back,373,CREATURE,Mine!
the empire strikes back,374,CREATURE,Mine!
the empire strikes back,375,LUKE,"Now will you move along, little fella? We're got a lot  of work to do."
the empire strikes back,376,CREATURE,"No! No, no! Stay and help you, I will.  Find your  friend, hmm?"
the empire strikes back,377,LUKE,"I'm not looking for a friend, I'm looking for a Jedi Master."
the empire strikes back,378,CREATURE,Oohhh. Jedi Master. Yoda. You seek Yoda.
the empire strikes back,379,LUKE,You know him?
the empire strikes back,380,CREATURE,"Mmm. Take you to him, I will.  Yes, yes. But now, we  must eat. Come. Good food. Come."
the empire strikes back,381,CREATURE,"Come, come."
the empire strikes back,382,LUKE,"Stay here and watch after the camp, Artoo."
the empire strikes back,383,THREEPIO,"Oh, where is Artoo when I need him?"
the empire strikes back,384,THREEPIO,"Sir, I don't know where your ship learned to communicate,  but it has the most peculiar dialect. I believe, sir, it says that the power coupling on the negative axis has been polarized. I'm afraid you'll have to replace it."
the empire strikes back,385,HAN,"Well, of course I'll have to replace it."
the empire strikes back,386,HAN,Here! And Chewie...
the empire strikes back,387,HAN,...I think we'd better replace the negative power  coupling.
the empire strikes back,388,HAN,"Hey, Your Worship, I'm only trying to help."
the empire strikes back,389,LEIA,Would you please stop calling me that?
the empire strikes back,390,HAN,"Sure, Leia."
the empire strikes back,391,LEIA,"Oh, you make it so difficult sometimes."
the empire strikes back,392,HAN,"I do, I really do. You could be a little nicer, though.  Come on, admit it. Sometimes you think I'm all right."
the empire strikes back,393,LEIA,Occasionally  maybe...when you aren't  acting like a scoundrel.
the empire strikes back,394,HAN,Scoundrel? Scoundrel? I like the sound of that.
the empire strikes back,395,LEIA,Stop that.
the empire strikes back,396,HAN,Stop what?
the empire strikes back,397,LEIA,Stop that! My hands are dirty.
the empire strikes back,398,HAN,"My hands are dirty, too. What are you afraid of?"
the empire strikes back,399,LEIA,Afraid?
the empire strikes back,400,HAN,You're trembling.
the empire strikes back,401,LEIA,I'm not trembling.
the empire strikes back,402,HAN,You like me because I'm a scoundrel. There aren't enough  scoundrels in your life.
the empire strikes back,403,LEIA,I happen to like nice men.
the empire strikes back,404,HAN,I'm a nice man.
the empire strikes back,405,LEIA,"No, you're not. You're..."
the empire strikes back,406,THREEPIO,"Sir, sir! I've isolated the reverse power flux coupling."
the empire strikes back,407,HAN,Thank you. Thank you very much.
the empire strikes back,408,THREEPIO,"Oh, you're perfectly welcome, sir."
the empire strikes back,409,NEEDA,"...and that, Lord Vader, was the last time they  appeared in any of our scopes. Considering the amount of damage we've sustained, they must have been destroyed."
the empire strikes back,410,VADER,"No, Captain, they're alive. I want every ship available to  sweep the asteroid field until they are found."
the empire strikes back,411,PIETT,Lord Vader.
the empire strikes back,412,VADER,"Yes, Admiral, what is it?"
the empire strikes back,413,PIETT,The Emperor commands you make contact with him.
the empire strikes back,414,VADER,Move the ship out of the asteroid field so that we can send a  clear transmission.
the empire strikes back,415,PIETT,"Yes, my lord."
the empire strikes back,416,VADER,"What is thy bidding, my master?"
the empire strikes back,417,EMPEROR,There is a great disturbance in the Force.
the empire strikes back,418,VADER,I have felt it.
the empire strikes back,419,EMPEROR,We have a new enemy -- Luke Skywalker.
the empire strikes back,420,VADER,"Yes, my master."
the empire strikes back,421,EMPEROR,He could destroy us.
the empire strikes back,422,VADER,He's just a boy. Obi-Wan can no longer help him.
the empire strikes back,423,EMPEROR,The Force is strong with him. The son of Skywalker must not  become a Jedi.
the empire strikes back,424,VADER,"If he could be turned, he would become a powerful ally."
the empire strikes back,425,EMPEROR,Yes. Yes. He would be a great asset. Can it be done?
the empire strikes back,426,VADER,"He will join us or die, my master."
the empire strikes back,427,LUKE,"Look, I'm sure it's delicious. I just don't understand why we  can't see Yoda now."
the empire strikes back,428,CREATURE,"Patience! For the Jedi it is time to eat as well. Eat, eat.  Hot. Good food, hm? Good, hmm?"
the empire strikes back,429,LUKE,How far away is Yoda? Will it take us long to get there?
the empire strikes back,430,CREATURE,"Not far. Yoda not far. Patience. Soon you will be with him.   Rootleaf, I cook. Why wish you become Jedi? Hm?"
the empire strikes back,431,LUKE,"Mostly because of my father, I guess."
the empire strikes back,432,CREATURE,"Ah, your father. Powerful Jedi was he, powerful Jedi, mmm."
the empire strikes back,433,LUKE,"Oh, come on. How could you know my father? You  don't even know who I am.  Oh, I don't even know what I'm doing here. We're wasting our time."
the empire strikes back,434,CREATURE,I cannot teach him. The boy has no patience.
the empire strikes back,435,BEN,He will learn patience.
the empire strikes back,436,YODA,"Hmmm. Much anger in him, like his father."
the empire strikes back,437,BEN,Was I any different when you taught me?
the empire strikes back,438,YODA,Hah. He is not ready.
the empire strikes back,439,LUKE,"Yoda! I am ready. I...Ben! I can be a Jedi. Ben, tell him I'm  ready."
the empire strikes back,440,YODA,"Ready, are you? What know you of ready? For eight hundred years  have I trained Jedi. My own counsel will I keep on who is to be trained! A Jedi must have the deepest commitment, the most serious mind.  This one a long time have I watched. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh! Excitement. Heh! A Jedi craves not these things.  You are reckless!"
the empire strikes back,441,BEN,"So was I, if you'll remember."
the empire strikes back,442,YODA,"He is too old. Yes, too old to begin the training."
the empire strikes back,443,LUKE,But I've learned so much.
the empire strikes back,444,YODA,Will he finished what he begins?
the empire strikes back,445,LUKE,I won't fail you -- I'm not afraid.
the empire strikes back,446,YODA,"Oh, you will be. You will be."
the empire strikes back,447,THREEPIO,"Sir, if I may venture an opinion..."
the empire strikes back,448,HAN,"I'm not really interested in your opinion, Threepio."
the empire strikes back,449,LEIA,There's something out there.
the empire strikes back,450,HAN,Where?
the empire strikes back,451,LEIA,"Outside, in the cave."
the empire strikes back,452,THREEPIO,There it is. Listen! Listen!
the empire strikes back,453,HAN,I'm going out there.
the empire strikes back,454,LEIA,Are you crazy?!
the empire strikes back,455,HAN,I just got this bucket back together. I'm not going to let  something tear it apart.
the empire strikes back,456,LEIA,Then I'm going with you.
the empire strikes back,457,THREEPIO,"I think it might be better if I stay here and guard the  ship.  Oh, no."
the empire strikes back,458,LEIA,This ground sure feels strange. It doesn't feel like rock at  all.
the empire strikes back,459,HAN,There's an awful lot of moisture in here.
the empire strikes back,460,LEIA,I don't know. I have a bad feeling about this.
the empire strikes back,461,HAN,Yeah.
the empire strikes back,462,HAN,Watch out!
the empire strikes back,463,HAN,"Yeah, that's what I thought. Mynock. Chewie, check the rest of  the ship, make sure there aren't any more attached. They're chewing on the power cables."
the empire strikes back,464,LEIA,Mynocks?
the empire strikes back,465,HAN,Go on inside. We'll clean them off if there are any more.
the empire strikes back,466,THREEPIO,Ohhh! Go away! Go away! Beastly thing. Shoo! Shoo!
the empire strikes back,467,HAN,Wait a minute...
the empire strikes back,468,HAN,"All right, Chewie, let's get out of here!"
the empire strikes back,469,LEIA,The Empire is still out there. I don't think it's wise to...
the empire strikes back,470,HAN,No time to discuss this as a committee.
the empire strikes back,471,LEIA,I am not a committee!
the empire strikes back,472,LEIA,You can't make the jump to light-speed in this asteroid field...
the empire strikes back,473,HAN,"Sit down, sweetheart. We're taking off!"
the empire strikes back,474,THREEPIO,Look!
the empire strikes back,475,HAN,"I see it, I see it."
the empire strikes back,476,THREEPIO,We're doomed!
the empire strikes back,477,LEIA,The cave is collapsing.
the empire strikes back,478,HAN,This is no cave.
the empire strikes back,479,LEIA,What?
the empire strikes back,480,YODA,"Run! Yes. A Jedi's strength flows from the Force. But beware of  the dark side. Anger...fear...aggression. The dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan's apprentice."
the empire strikes back,481,LUKE,Vader. Is the dark side stronger?
the empire strikes back,482,YODA,"No...no...no. Quicker, easier, more seductive."
the empire strikes back,483,LUKE,But how am I to know the good side from the bad?
the empire strikes back,484,YODA,"You will know. When you are calm, at peace. Passive. A Jedi uses  the Force for knowledge and defense, never for attack."
the empire strikes back,485,LUKE,But tell me why I can't...
the empire strikes back,486,YODA,"No, no, there is no why. Nothing more will I  teach you today. Clear your mind of questions. Mmm. Mmmmmm."
the empire strikes back,487,LUKE,There's something not right here.
the empire strikes back,488,LUKE,"I feel cold, death."
the empire strikes back,489,YODA,That place...is strong with the dark side of the Force. A domain  of evil it is. In you must go.
the empire strikes back,490,LUKE,What's in there?
the empire strikes back,491,YODA,Only what you take with you.
the empire strikes back,492,YODA,Your weapons...you will not need them.
the empire strikes back,493,PIETT,Bounty hunters. We don't need that scum.
the empire strikes back,494,FIRST CONTROLLER,"Yes, sir."
the empire strikes back,495,PIETT,Those Rebels won't escape us.
the empire strikes back,496,SECOND CONTROLLER,"Sir, we have a priority signal from the Star  Destroyer Avenger."
the empire strikes back,497,PIETT,Right.
the empire strikes back,498,VADER,"...there will be a substantial reward for the one who finds  the Millennium Falcon. You are free to use any methods necessary, but I want them alive. No disintegrations."
the empire strikes back,499,BOBA FETT,As you wish.
the empire strikes back,500,PIETT,"Lord Vader! My lord, we have them."
the empire strikes back,501,THREEPIO,"Oh, thank goodness we're coming out of the asteroid field."
the empire strikes back,502,HAN,Let's get out of here. Ready for light-speed? One...two...three!
the empire strikes back,503,HAN,It's not fair!
the empire strikes back,504,HAN,The transfer circuits are working. It's not my fault!
the empire strikes back,505,LEIA,No light-speed?
the empire strikes back,506,HAN,It's not my fault.
the empire strikes back,507,THREEPIO,"Sir, we just lost the main rear deflector shield. One more  direct hit on the back quarter and we're done for."
the empire strikes back,508,HAN,Turn her around.
the empire strikes back,509,HAN,I said turn her around! I'm going to put all power in the front  shield.
the empire strikes back,510,LEIA,You're going to attack them?!
the empire strikes back,511,THREEPIO,"Sir, the odds of surviving a direct assault on an Imperial  Star Destroyer..."
the empire strikes back,512,LEIA,Shut up!
the empire strikes back,513,NEEDA,They're moving to attack position. Shields up!
the empire strikes back,514,NEEDA,"Track them,. They may come around for another pass."
the empire strikes back,515,TRACKING OFFICER,"Captain Needa, the ship no longer appears on our  scopes."
the empire strikes back,516,NEEDA,They can't have disappeared. No ship that small has a cloaking  device.
the empire strikes back,517,TRACKING OFFICER,"Well, there's no trace of them, sir."
the empire strikes back,518,COMMUNICATIONS OFFICER,"Captain, Lord Vader demands an update on the  pursuit."
the empire strikes back,519,NEEDA,"Get a shuttle ready. I shall assume full  responsibility for losing them, and apologize to Lord Vader. Meanwhile, continue to scan the area."
the empire strikes back,520,COMMUNICATIONS OFFICER,"Yes, Captain Needa."
the empire strikes back,521,YODA,Use the Force. Yes...
the empire strikes back,522,YODA,Now...the stone. Feel it.
the empire strikes back,523,YODA,Concentrate!
the empire strikes back,524,LUKE,"Oh, no. We'll never get it out now."
the empire strikes back,525,YODA,So certain are you. Always with you it cannot be done. Hear you  nothing that I say?
the empire strikes back,526,LUKE,"Master, moving stones around is one thing. This is totally  different."
the empire strikes back,527,YODA,No! No different! Only different in your mind. You must unlearn  what you have learned.
the empire strikes back,528,LUKE,"All right, I'll give it a try."
the empire strikes back,529,YODA,No! Try not. Do. Or do not. There is no try.
the empire strikes back,530,LUKE,I can't. It's too big.
the empire strikes back,531,YODA,"Size matters not. Look at me. Judge me by my size, do you? Hm?  Mmmm."
the empire strikes back,532,YODA,"And well you should not. For my ally in the Force. And a  powerful ally it is. Life creates it, makes it grow. It's energy surrounds us and binds us. Luminous beings are we......not this crude matter.  You must feel the Force around you.  Here, between you...me...the tree...the rock...everywhere! Yes, even between this land and that ship!"
the empire strikes back,533,LUKE,You want the impossible.
the empire strikes back,534,LUKE,I don't...I don't believe it.
the empire strikes back,535,YODA,That is why you fail.
the empire strikes back,536,VADER,"Apology accepted, Captain Needa."
the empire strikes back,537,PIETT,"Lord Vader, our ships have completed their scan of the area and  found nothing. If the Millennium Falcon went into light-speed, it'll be on the other side of the galaxy by now."
the empire strikes back,538,VADER,Alert all commands. Calculate every possible destination along  their last know trajectory.
the empire strikes back,539,PIETT,"Yes, my lord. We'll find them."
the empire strikes back,540,VADER,"Don't fail me again, Admiral."
the empire strikes back,541,PIETT,Alert all commands. Deploy the fleet.
the empire strikes back,542,THREEPIO,"Captain Solo, this time you have gone too far.  No, I will not be quiet, Chewbacca. Why doesn't anyone listen to me?"
the empire strikes back,543,HAN,The fleet is beginning to break up. Go back and stand  by the manual release for the landing claw.
the empire strikes back,544,THREEPIO,I really don't see how thats going to help. Surrender is a  perfectly acceptable alternative in extreme circumstances. The Empire may be gracious enough...
the empire strikes back,545,HAN,Thank you.
the empire strikes back,546,LEIA,What did you have in mind for your next move?
the empire strikes back,547,HAN,"Well, if they follow standard Imperial procedure, they'll dump  their garbage before they go to light-speed, then we just float away."
the empire strikes back,548,LEIA,With the rest of the garbage. Then what?
the empire strikes back,549,HAN,Then we've got to find a safe port somewhere around here. Got any  ideas?
the empire strikes back,550,LEIA,No. Where are we?
the empire strikes back,551,HAN,The Anoat system.
the empire strikes back,552,LEIA,Anoat system. There's not much there.
the empire strikes back,553,HAN,"No. Well, wait. This is interesting. Lando."
the empire strikes back,554,LEIA,Lando system?
the empire strikes back,555,HAN,"Lando's not a system, he's a man. Lando Calrissian. He's a card  player, gambler, scoundrel. You'd like him."
the empire strikes back,556,LEIA,Thanks.
the empire strikes back,557,HAN,"Bespin. It's pretty far, but I think we can make it."
the empire strikes back,558,LEIA,A mining colony?
the empire strikes back,559,HAN,"Yeah, a Tibanna gas mine. Lando conned somebody out of it. We go  back a long way, Lando and me."
the empire strikes back,560,LEIA,Can you trust him?
the empire strikes back,561,HAN,"No. But he has no love for the Empire, I can tell you that."
the empire strikes back,562,HAN,"Here we go, Chewie. Stand by. Detach!"
the empire strikes back,563,LEIA,"You do have your moments. Not many, but you have them."
the empire strikes back,564,YODA,"Concentrate...feel the Force flow. Yes. Good. Calm, yes. Through  the Force, things you will see. Other places. The future...the past. Old friends long gone."
the empire strikes back,565,LUKE,Han! Leia!
the empire strikes back,566,YODA,"Hmm. Control, control. You must learn control."
the empire strikes back,567,LUKE,I saw...I saw a city in the clouds.
the empire strikes back,568,YODA,Mmm. Friends you have there.
the empire strikes back,569,LUKE,They were in pain.
the empire strikes back,570,YODA,It is the future you see.
the empire strikes back,571,LUKE,Future? Will they die?
the empire strikes back,572,YODA,Difficult to see. Always in motion is the future.
the empire strikes back,573,LUKE,I've got to go to them.
the empire strikes back,574,YODA,"Decide you must how to serve them best. If you leave now, help  them you could. But you would destroy all for which they have fought and suffered."
the empire strikes back,575,HAN,"No, I don't have a landing permit. I'm trying  to reach Lando Calrissian."
the empire strikes back,576,HAN,Whoa! Wait a minute! Let me explain.
the empire strikes back,577,INTERCOM VOICE,You will not deviate from your present course.
the empire strikes back,578,THREEPIO,"Rather touchy, aren't they?"
the empire strikes back,579,LEIA,I thought you knew this person.
the empire strikes back,580,HAN,"Well, that was a long time ago. I'm sure he's  forgotten about that."
the empire strikes back,581,INTERCOM VOICE,Permission granted to land on Platform  Three-two-seven.
the empire strikes back,582,HAN,Thank you.
the empire strikes back,583,HAN,"There's nothing to worry about. We go way back, Lando and me."
the empire strikes back,584,LEIA,Who's worried?
the empire strikes back,585,THREEPIO,Oh. No one to meet us.
the empire strikes back,586,LEIA,I don't like this.
the empire strikes back,587,HAN,"Well, what would you like?"
the empire strikes back,588,THREEPIO,"Well, they did let us land."
the empire strikes back,589,HAN,"Look, don't worry. Everything's going to be fine. Trust me."
the empire strikes back,590,HAN,"See? My friend.  Keep your eyes open, okay?"
the empire strikes back,591,LANDO,"Why, you slimy, double-crossing, no-good swindler! You've got a  lot of guts coming here, after what you pulled."
the empire strikes back,592,LANDO,"How you doing, you old pirate? So good to see you! I  never thought I'd catch up with you again. Where you been?"
the empire strikes back,593,THREEPIO,"Well, he seems very friendly."
the empire strikes back,594,LEIA,Yes...very friendly.
the empire strikes back,595,LANDO,What are you doing here?
the empire strikes back,596,HAN,Ahh...repairs. I thought you could  help me out.
the empire strikes back,597,LANDO,What have you done to my ship?
the empire strikes back,598,HAN,"Your ship? Hey, remember, you lost her to me fair and square."
the empire strikes back,599,LANDO,Hello. What have we here? Welcome. I'm Lando Calrissian. I'm  the administrator of this facility. and who might you be?
the empire strikes back,600,LEIA,Leia.
the empire strikes back,601,LANDO,"Welcome, Leia."
the empire strikes back,602,HAN,"All right, all right, you old smoothie."
the empire strikes back,603,THREEPIO,"Hello, sir. I am See-Threepio, human-cyborg relations. My  facilities are at your..."
the empire strikes back,604,THREEPIO,"Well, really!"
the empire strikes back,605,LANDO,What's wrong with the Falcon?
the empire strikes back,606,HAN,Hyperdrive.
the empire strikes back,607,LANDO,I'll get my people to work on it.
the empire strikes back,608,HAN,Good.
the empire strikes back,609,LANDO,"You know, that ship saved my life quite a few times. She's the  fastest hunk of junk in the galaxy."
the empire strikes back,610,HAN,How's the gas mine? Is it paying off for you?
the empire strikes back,611,LANDO,"Oh, not as well as I'd like. We're a small outpost and not very  self-sufficient. And I've had supply problems of every kind. I've had labor difficulties... What's so funny?"
the empire strikes back,612,HAN,"You. Listen to you -- you sound like a businessman, a responsible  leader. Who'd have thought that, huh?"
the empire strikes back,613,LANDO,"You know, seeing you sure brings back a few things."
the empire strikes back,614,HAN,Yeah.
the empire strikes back,615,LANDO,"Yeah, I'm responsible these days. It's the  price you pay for being successful."
the empire strikes back,616,THREEPIO,Oh! Nice to see a familiar face.
the empire strikes back,617,SECOND THREEPIO,E chu ta!
the empire strikes back,618,THREEPIO,How rude!
the empire strikes back,619,THREEPIO,That sounds like an R2 unit in there. I wonder if...
the empire strikes back,620,THREEPIO,"Hello? How interesting. Oh, my."
the empire strikes back,621,MAN,Who are you?
the empire strikes back,622,THREEPIO,"Oh, I'm terribly sorry. I...I didn't mean to intrude. No,  no, please don't get up. No!"
the empire strikes back,623,YODA,Luke! You must complete the training.
the empire strikes back,624,LUKE,I can't keep the vision out of my head. They're my friends. I've  got to help them.
the empire strikes back,625,YODA,You must not go!
the empire strikes back,626,LUKE,But Han and Leia will die if I don't.
the empire strikes back,627,BEN,You don't know that.
the empire strikes back,628,BEN,Even Yoda cannot see their fate.
the empire strikes back,629,LUKE,But I can help them! I feel the Force!
the empire strikes back,630,BEN,"But you cannot control it. This is a dangerous time for you, when  you will be tempted by the dark side of the Force."
the empire strikes back,631,YODA,"Yes, yes. To Obi-Wan you listen. The cave. Remember your failure  at the cave!"
the empire strikes back,632,LUKE,"But I've learned so much since then. Master Yoda, I promise to  return and finish what I've begun. You have my word."
the empire strikes back,633,BEN,It is you and your abilities the Emperor wants. that is why your  friends are made to suffer.
the empire strikes back,634,LUKE,And that is why I have to go.
the empire strikes back,635,BEN,"Luke, I don't want to lose you to the Emperor the way I lost  Vader."
the empire strikes back,636,LUKE,You won't.
the empire strikes back,637,YODA,"Stopped they must be. On this depends. Only a fully trained Jedi  Knight with the Force as his ally will conquer Vader and his Emperor. If you end your training now, if you choose the quick and easy path, as Vader did, you will become an agent of evil."
the empire strikes back,638,BEN,Patience.
the empire strikes back,639,LUKE,And sacrifice Han and Leia?
the empire strikes back,640,YODA,If you honor what they fight for...yes!
the empire strikes back,641,BEN,"If you choose to face Vader, you will do it alone. I cannot  interfere."
the empire strikes back,642,LUKE,"I understand.  Artoo, fire up the  converters."
the empire strikes back,643,BEN,"Luke, don't give in to hate -- that leads to the dark side."
the empire strikes back,644,YODA,Strong is Vader. Mind what you have learned. Save you it can.
the empire strikes back,645,LUKE,I will. And I'll return. I promise.
the empire strikes back,646,YODA,"Told you, I did. Reckless is he. Now matters are worse."
the empire strikes back,647,BEN,That boy is our last hope.
the empire strikes back,648,YODA,No. There is another.
the empire strikes back,649,HAN,The ship is almost finished. Two or Three more things and we're  in great shape.
the empire strikes back,650,LEIA,The sooner the better. Something's wrong here. No one has seen  or knows anything about Threepio. He's been gone too long to have gotten lost.
the empire strikes back,651,HAN,Relax. I'll talk to Lando and see what I can find out.
the empire strikes back,652,LEIA,I don't trust Lando.
the empire strikes back,653,HAN,"Well, I don't trust him, either. But he is my friend. Besides,  we'll soon be gone."
the empire strikes back,654,LEIA,"And then you're as good as gone, aren't you?"
the empire strikes back,655,LEIA,What happened?
the empire strikes back,656,HAN,Where? Found him in a junk pile?
the empire strikes back,657,LEIA,"Oh, what a mess. Chewie, do you think you can repair him?"
the empire strikes back,658,HAN,Lando's got people who can fix him.
the empire strikes back,659,LEIA,"No, thanks."
the empire strikes back,660,LANDO,I'm sorry. Am I interrupting anything?
